# R,mu,pi,proportion testée,infecté max, date, Infecté par maladie , infectée au bout de 100 jours 
3.000000000000000000e+00;2.000000000000000111e-01;1.000000000000000056e-01;0.000000000000000000e+00;3.175516549015868804e+03;9.000000000000000000e+00;9.440598387035175620e+03;1.579684563563736923e-10
3.000000000000000000e+00;1.000000000000000056e-01;1.000000000000000056e-01;0.000000000000000000e+00;3.175516690195915999e+03;1.800000000000000000e+01;9.440597922441096671e+03;1.772651184039104140e-03
3.000000000000000000e+00;6.666666666666666574e-02;1.000000000000000056e-01;0.000000000000000000e+00;3.175516930526016495e+03;2.700000000000000000e+01;9.440506446671337471e+03;4.550320985071400481e-01
3.000000000000000000e+00;5.000000000000000278e-02;1.000000000000000056e-01;0.000000000000000000e+00;3.175516991371450786e+03;3.600000000000000000e+01;9.439126405834114848e+03;7.286666694642004671e+00
3.000000000000000000e+00;4.000000000000000083e-02;1.000000000000000056e-01;0.000000000000000000e+00;3.175516967167443454e+03;4.500000000000000000e+01;9.432788788857353211e+03;3.840269810591593114e+01
3.000000000000000000e+00;2.000000000000000111e-01;2.000000000000000111e-01;0.000000000000000000e+00;3.175516549015868804e+03;9.000000000000000000e+00;9.440598387035175620e+03;1.579684563563736923e-10
3.000000000000000000e+00;1.000000000000000056e-01;2.000000000000000111e-01;0.000000000000000000e+00;3.175516690195915999e+03;1.800000000000000000e+01;9.440597922441096671e+03;1.772651184039104140e-03
3.000000000000000000e+00;6.666666666666666574e-02;2.000000000000000111e-01;0.000000000000000000e+00;3.175516930526016495e+03;2.700000000000000000e+01;9.440506446671337471e+03;4.550320985071400481e-01
3.000000000000000000e+00;5.000000000000000278e-02;2.000000000000000111e-01;0.000000000000000000e+00;3.175516991371450786e+03;3.600000000000000000e+01;9.439126405834114848e+03;7.286666694642004671e+00
3.000000000000000000e+00;4.000000000000000083e-02;2.000000000000000111e-01;0.000000000000000000e+00;3.175516967167443454e+03;4.500000000000000000e+01;9.432788788857353211e+03;3.840269810591593114e+01
3.000000000000000000e+00;2.000000000000000111e-01;3.000000000000000444e-01;0.000000000000000000e+00;3.175516549015868804e+03;9.000000000000000000e+00;9.440598387035175620e+03;1.579684563563736923e-10
3.000000000000000000e+00;1.000000000000000056e-01;3.000000000000000444e-01;0.000000000000000000e+00;3.175516690195915999e+03;1.800000000000000000e+01;9.440597922441096671e+03;1.772651184039104140e-03
3.000000000000000000e+00;6.666666666666666574e-02;3.000000000000000444e-01;0.000000000000000000e+00;3.175516930526016495e+03;2.700000000000000000e+01;9.440506446671337471e+03;4.550320985071400481e-01
3.000000000000000000e+00;5.000000000000000278e-02;3.000000000000000444e-01;0.000000000000000000e+00;3.175516991371450786e+03;3.600000000000000000e+01;9.439126405834114848e+03;7.286666694642004671e+00
3.000000000000000000e+00;4.000000000000000083e-02;3.000000000000000444e-01;0.000000000000000000e+00;3.175516967167443454e+03;4.500000000000000000e+01;9.432788788857353211e+03;3.840269810591593114e+01
